No,Ligand Name,Canonical SMILES,InChIKey,DOI or link to data source,Albumin source organism,"Albumin concentration, μM",Albumin modifications,"Ligand concentration, μM",pH,Buffer,"Buffer concentration, M","Temperature, K",Method,Method details,Model,Ka in M scale,Kd in M scale,n,"ΔH, kJ/mol",Ka2,Kd2,n2,ΔH2,Tag,Ligand ChEMBL ID,Assay ChEMBL ID or BindingDB Ref
1632,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,10.3390/molecules22122249,Homo sapiens,5,,0-100,7.4,Tris-HCl,,310,Fluorescence spectroscopy,λex 275nm,Stern-Volmer,2.47E+04,,,,,,,,,,
1633,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,10.3390/molecules22122249,Homo sapiens,5,,0-100,7.4,Tris-HCl,,310,Fluorescence spectroscopy,λex 295nm,Hill,,,1.19,,,,,,,,
1634,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,10.3390/molecules22122249,Homo sapiens,5,,0-100,7.4,Tris-HCl,,310,Fluorescence spectroscopy,λex 295nm,Klotz,2.06E+04,,1.12,,,,,,,,
1635,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,10.3390/molecules22122249,Homo sapiens,5,,0-100,7.4,Tris-HCl,,310,Fluorescence spectroscopy,λex 295nm,Scatchard,1.94E+04,,1.16,,,,,,,,
1636,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,10.3390/molecules22122249,Homo sapiens,5,,0-100,7.4,Tris-HCl,,310,Fluorescence spectroscopy,λex 295nm,Stern-Volmer,1.83E+04,,,,,,,,,,
1637,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jlumin.2005.12.001,Bos taurus,12,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,300,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,2.31E+04,,1.02,,,,,,,,
1638,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jlumin.2005.12.001,Bos taurus,12,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,1.68E+04,,,,,,,,,,
1639,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jlumin.2005.12.001,Bos taurus,12,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,302,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,2.41E+04,,,39.86,,,,,,,
1640,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jlumin.2005.12.001,Bos taurus,12,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,2.82E+02,,,,,,,,,,
1641,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1080/00032710701589000,Bos taurus,0.411,,0-5.6,7.4,Tris-HCl,0.05,303,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.05E+04,,0.88,-6.5,,,,,,,
1642,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1080/00032710701589000,Bos taurus,0.411,,0-5.6,7.4,Tris-HCl,0.05,303,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.02E+04,,0.88,,,,,,,,
1643,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1080/00032710701589000,Bos taurus,0.411,,0-5.6,7.4,Tris-HCl,0.05,306,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.00E+04,,0.89,,,,,,,,
1644,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1080/00032710701589000,Bos taurus,0.411,,0-5.6,7.4,Tris-HCl,0.05,310,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,9.90E+03,,0.89,,,,,,,,
1645,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,3.36E+04,,0.96,,,,,,,,
1646,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,302,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,2.40E+04,,0.93,,,,,,,,
1647,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.95E+04,,0.91,,,,,,,,
1648,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,7.74E+04,,,,,,,,,,
1649,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,302,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,7.27E+04,,,-18.53,,,,,,,
1650,Trazodone,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,PHLBKPHSAVXXEF-UHFFFAOYSA-N,10.1016/j.jphotochem.2006.06.015,Homo sapiens,12,,0-7.5,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.34E+04,,,,,,,,,,
1651,Tretinoin,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,10.1016/j.ejmech.2011.12.002,Bos taurus,7.5,,1-60,7.4,Tris-HCl,0.01,298,Fluorescence spectroscopy,,Modified Stern-Volmer,2300000,,1.8,,,,,,CHEMBL,CHEMBL38,CHEMBL2172871
1652,Trifluoperazine,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,,,,,,,,,,,6309.57344480194,,,,,,,,CHEMBL,CHEMBL422,CHEMBL3279833
1653,Trifluoperazine,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,14.5-21.1,,14.5,7.44,"Phosphate, NaCl",0.054,298,Circular dichroism,,,46773.5141287199,,,,,,,,CHEMBL,CHEMBL422,CHEMBL3279831
1654,Triflupromazine,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,XSCGXQMFQXDFCW-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,,,,,,,,,,,38018.9396320561,,,,,,,,CHEMBL,CHEMBL570,CHEMBL3279832
1655,Triflupromazine,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,XSCGXQMFQXDFCW-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,,,,,,,,,,,9772.37220955812,,,,,,,,CHEMBL,CHEMBL570,CHEMBL3279833
1656,Triflupromazine,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,XSCGXQMFQXDFCW-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,14.5-21.1,,14.5,7.44,"Phosphate, NaCl",0.054,298,Circular dichroism,,,147910.838816821,,,,,,,,CHEMBL,CHEMBL570,CHEMBL3279831
1657,Trimeprazine,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,14.5-21.1,,14.5,7.44,"Phosphate, NaCl",0.054,298,Circular dichroism,,,48977.8819368447,,,,,,,,CHEMBL,CHEMBL829,CHEMBL3279831
1658,Trimethoprim,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,10.1080/00387010.2012.657332,Homo sapiens,5,,0-320,7.4,"Tris-HCl, 0.1 M NaCl",,298,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.91E+04,,1.1,-124,,,,,,,
1659,Trimethoprim,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,10.1080/00387010.2012.657332,Homo sapiens,5,,0-320,7.4,"Tris-HCl, 0.1 M NaCl",,310,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,2.75E+03,,0.91,,,,,,,,
1660,Vismodegib,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,25-300,,6-25,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Isothermal titration calorimetry,,,,5.50E-06,,40.2,,,,,BindingDB,CHEMBL473417,50638680
1661,Vismodegib,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,,,0-250,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Surface plasmon resonance,,,,6.00E-06,,,,1.30E-04,,,BindingDB,CHEMBL473417,50638671
1662,Vismodegib,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,,,0-250,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,310,Surface plasmon resonance,,,,1.20E-04,,,,,,,BindingDB,CHEMBL473417,50638686
1663,Vismodegib,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,10.1021/jm1008924,Rattus norvegicus,,,0-250,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Surface plasmon resonance,,,,5.80E-06,,,,1.71E-04,,,BindingDB,CHEMBL473417,50638673
1664,Vismodegib,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,10.1021/jm1008924,Rattus norvegicus,,,0-250,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,310,Surface plasmon resonance,,,,1.40E-04,,,,,,,BindingDB,CHEMBL473417,50638672
1665,Vitamin A,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,10.1016/j.ejmech.2011.12.002,Bos taurus,7.5,,1-60,7.4,Tris-HCl,0.01,298,Fluorescence spectroscopy,,Modified Stern-Volmer,5300000,,1.2,,,,,,CHEMBL,CHEMBL986,CHEMBL2172871
1666,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1002/mrc.1574,Bos taurus,5,,0-25,7.4,Phosphate,0.05,298,Isothermal titration calorimetry,,,,2.10E-05,2.5,,,,,,,,
1667,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1023/A:1012138604016,Bos taurus,20,,0-13,7.4,Phosphate,0.067,298,Equilibrium dialysis,,Scatchard,26500,,1,,2.02E+04,,2,,,,
1668,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1248/cpb.36.4645,Bos taurus,72.5,,,7,Phosphate,0.1,303,Equilibrium dialysis,,Klotz,1.39E+04,,2,-21.76,,,,,,,
1669,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1023/A:1012138604016,Canis lupus familiaris,20,,0-13,7.4,Phosphate,0.067,298,Equilibrium dialysis,,Scatchard,,,,,2.30E+03,,2,,,,
1670,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1002/jps.10293,Homo sapiens,0.752,,0.1-1000,7.4,"Phosphate, 150 mM NaCl",0.01,298,Surface plasmon resonance,,,,2.5E-06,,,,,,,,,
1671,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1002/jps.2600681213,Homo sapiens,60,,0-100,7.4,Phosphate,0.067,277,Equilibrium dialysis,,Scatchard,1400000,,1,,1.80E+04,,2,,,,
1672,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1002/jps.2600831213,Homo sapiens,15,,0-50500,7.4,Phosphate,0.033,310,Microcalorimetry,,,140000,,0.9,,2.30E+03,,1.7,,,,
1673,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1007/BF00315474,Homo sapiens,30,,5-200,7.4,Phosphate,0.03,310,Equilibrium dialysis,,Scatchard,189000,,,,44000,,,,,,
1674,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1007/BF02256617,Homo sapiens,40,,0-2,7.4,"Phosphate, 137 mM NaCl, 2.7 mM KCl",0.01176,310,Equilibrium dialysis,,Scatchard,,6.622E-06,0.925,,,2.85E-04,3.842,,,,
1675,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1007/BF02256617,Homo sapiens,40,,0-2,7.4,"Phosphate, 137 mM NaCl, 2.7 mM KCl",0.01176,310,Fluorescence spectroscopy,λex 320 nm,,,5.39E-06,0.752,,,,,,,,
1676,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1016/0160-5402(79)90024-X,Homo sapiens,30,,0-100,7.4,Phosphate,,310,Diafiltration,,,1.23E+05,,1.836,,,,,,,,
1677,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1016/0160-5402(79)90024-X,Homo sapiens,30,,0-200,7.4,Phosphate,,310,Diafiltration,,,1.03E+05,,2.194,,,,,,,,
1678,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1016/j.bmc.2010.08.052,Homo sapiens,,,,7.4,Phosphate,,310,Equilibrium dialysis,,,134896.288259165,,,,,,,,CHEMBL,CHEMBL1464,CHEMBL1805605
1679,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,25-300,,6-25,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Isothermal titration calorimetry,,,,2.00E-06,,-39.7,,,,,BindingDB,CHEMBL7252,50638679
1680,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,,,0-500,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Surface plasmon resonance,,,,5.40E-06,,,,5.10E-04,,,BindingDB,CHEMBL7252,50638674
1681,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm1008924,Homo sapiens,,,0-500,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,310,Surface plasmon resonance,,,,1.20E-05,,,,,,,BindingDB,CHEMBL7252,50638683
1682,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm7012826,Homo sapiens,100,,50,7.4,"Phosphate, 0.75% DMSO",0.068,room,Parallel artificial membrane permeation assay,,,,4.68E-06,,,,,,,BindingDB,CHEMBL7252,51036130
1683,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1023/A:1012138604016,Homo sapiens,20,,0-13,7.4,Phosphate,0.067,298,Equilibrium dialysis,,Scatchard,304000,,1,,2.92E+04,,2,,,,
1684,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1042/bj2250629,Homo sapiens,376,,0-3,7,Phosphate,0.033,293,Ultrafiltration,,Klotz,200000,,1,,2.50E+04,,1,,,,
1685,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,298,Fluorescence spectroscopy,λex 287 nm,Double logarithmic plot,8.42E+04,,0.9643,4.28,,,,,,,
1686,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,310,Fluorescence spectroscopy,λex 287 nm,Double logarithmic plot,6.17E+04,,0.9428,4.28,,,,,,,
1687,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,298,Fluorescence spectroscopy,λex 287 nm,Lineweaver-Burk,1.30E+05,,,,,,,,,,
1688,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,310,Fluorescence spectroscopy,λex 287 nm,Lineweaver-Burk,1.39E+05,,,,,,,,,,
1689,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,298,Fluorescence spectroscopy,λex 287 nm,Stern-Volmer,1.22E+05,,,,,,,,,,
1690,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1155/2014/834501,Homo sapiens,4,,0-16,7.4,"Tris-HCl, 0.1 M NaCl",0.05,310,Fluorescence spectroscopy,λex 287 nm,Stern-Volmer,1.18E+05,,,,,,,,,,
1691,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1159/000457099,Homo sapiens,30,,0.4-206,7.4,"Phosphate, 1.0% v/v ethanol",0.05,310,Ultrafiltration,,,3.90E+05,,,,,,,,,,
1692,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,6,Phosphate,,300,Equilibrium dialysis,,Edsall and Wyman equation,1.61E+05,,2.2,,,,,,,,
1693,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,7.4,Phosphate,,300,Equilibrium dialysis,,Edsall and Wyman equation,2.30E+05,,2.6,,,,,,,,
1694,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,7.4,Phosphate,,300,Equilibrium dialysis,,Edsall and Wyman equation,1.92E+05,,2.5,,,,,,,,
1695,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,7.4,Phosphate,,300,Equilibrium dialysis,,Edsall and Wyman equation,2.08E+05,,2.3,,,,,,,,
1696,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,9,Phosphate-borate,,300,Equilibrium dialysis,,Edsall and Wyman equation,3.76E+05,,1.7,,,,,,,,
1697,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1172/JCI105968,Homo sapiens,57.9,,0-926.4,10,Borate-carbonate,,300,Equilibrium dialysis,,Edsall and Wyman equation,1.64E+05,,1.7,,,,,,,,
1698,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1186/1472-6904-4-4,Homo sapiens,602,,50-2500,7.4,Phosphate,,310,Ultrafiltration,,Scatchard,,5.1E-06,1.1,,,3.70E-06,3.7,,,,
1699,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.3390/molecules22071153,Homo sapiens,6,,,7.4,"Phosphate (DPBS, 137 mM NaCl, 2.7 mM KCl, 8.1 mM Na2HPO4, 1.47 mM KH2PO4)",0.00957,298,Fluorescence spectroscopy,λex 295 nm,Scatchard,1.06E+05,,,,,,,,,,
1700,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.5530/ijper.49.3.9,Homo sapiens,1-1.8,,1-40,7.4,Phosphate,0.06,298,Fluorescence spectroscopy,,Double logarithmic plot,2.10E+05,,,,,,,,,,
1701,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.5599/admet.6.1.473,Homo sapiens,3,,0-14,7.4,"Phosphate, 0.137 M NaCl, 0.0027 M KCl",0.01,298,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,39810.7170553497,,0.98,,,,,,,,
1702,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.5599/admet.6.1.473,Homo sapiens,3,,0-14,7.4,"Phosphate, 0.137 M NaCl, 0.0027 M KCl",0.01,298,Fluorescence spectroscopy,λex 296 nm,STAR program,138038.426460289,,1,,,,,,,,
1703,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.5599/admet.6.1.473,Homo sapiens,3,,0-14,7.4,"Phosphate, 0.137 M NaCl, 0.0027 M KCl",0.01,298,Synchronous fluorescence,Δλ 15 nm,Double logarithmic plot,100000,,1.05,,,,,,,,
1704,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.5599/admet.6.1.473,Homo sapiens,3,,0-14,7.4,"Phosphate, 0.137 M NaCl, 0.0027 M KCl",0.01,298,Synchronous fluorescence,Δλ 15 nm,STAR program,93325.4300796991,,1,,,,,,,,
1705,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1023/A:1012138604016,Oryctolagus cuniculus,20,,0-13,7.4,Phosphate,0.067,298,Equilibrium dialysis,,Scatchard,182000,,1,,1.29E+04,,2,,,,
1706,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm1008924,Rattus norvegicus,,,0-500,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,293,Surface plasmon resonance,,,,2.00E-05,,,,9.00E-04,,,BindingDB,CHEMBL7252,50638675
1707,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1021/jm1008924,Rattus norvegicus,,,0-500,7.2,"Hepes, 150 mM NaCl, 0.005% Tween-20,and 5% DMSO",0.05,310,Surface plasmon resonance,,,,9.50E-05,,,,,,,BindingDB,CHEMBL7252,50638685
1708,Warfarin,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-UHFFFAOYSA-N,10.1023/A:1012138604016,Rattus norvegicus,20,,0-13,7.4,Phosphate,0.067,298,Equilibrium dialysis,,Scatchard,701000,,1,,8.60E+03,,4,,,,
1709,Zidovudine,OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-N,10.3866/PKU.WHXB20090706,Bos taurus,10,,0-18,7.1,"Tris-HCl, 0.1 M NaCl",,298,Fluorescence spectroscopy,λex 282 nm,Double logarithmic plot,6.92E+05,,1.18,-10.2,,,,,,,
